y,x,ran1,ran1,ran3,station,timestamp
40.8545,29.287,0,162.5,52,15,1554806726
44.1598,28.6595,0,49.9,52,15,1554806627
44.16,28.6591,0,156.0,52,15,1554806926
40.8406,29.2755,0.8,246.9,52,15,1554806917
40.84,29.2737,1.4,303.6,31,15,1554806930
44.1597,28.6595,0,360.0,52,0,1554806894
44.2964,28.7753,0,0.0,103,15,1554806943
44.1248,28.6441,0,193.7,70,0,1554806865
40.8363,29.2661,0.1,295.7,0,0,1554806625
40.8855,29.1916,0,212.5,60,15,1554806090
40.8869,29.1878,0,212.9,0,15,1554806419
43.1819,27.9078,0,0.0,130,14,1554806896
43.1199,28.3417,0.3,323.3,70,1,1554806681
40.8376,29.2798,0,306.0,0,15,1554806937
40.8349,29.2784,0,125.1,0,0,1554806998
43.264,27.9602,0,0.0,130,14,1554806925
46.3139,30.6664,0,27.4,70,5,1554806906
40.6808,29.3258,0.1,161.0,0,1,1554806741
44.1586,28.6567,0,71.5,70,5,1554806594
40.6482,30.1002,0,0.0,130,14,1554806940
44.7281,37.7831,0,164.2,80,5,1554806844
44.3418,28.6816,0,360.0,50,0,1554806880
44.0219,30.2744,12.6,18.3,0,0,1554806578
43.196,27.9098,0,298.1,90,5,1554806858
44.1475,28.6544,0,144.0,70,5,1554806636
40.768,29.5229,0,105.1,0,5,1554806919
40.8608,29.1787,0,18.0,0,1,1554806938
44.5107,38.0019,8.9,138.6,30,7,1554806881
43.1926,27.6538,0,211.6,70,5,1554806787
44.7241,37.7791,0,29.7,52,0,1554806903
40.8363,29.2733,0,58.9,54,15,1554806662
44.7282,37.7825,0,122.6,80,5,1554806820
44.1153,28.6442,0,360.0,70,5,1554806912
44.1513,28.6457,0,252.8,70,5,1554806795
46.5478,30.8193,0,117.3,51,0,1554806918
44.7108,37.7849,0,360.0,37,15,1554806841
40.8485,29.2717,0.1,147.0,52,15,1554806708
44.1381,28.7364,0.3,303.7,70,1,1554806936
46.5089,30.9626,0.1,335.6,82,1,1554806931
44.6707,37.8015,0,5.0,54,5,1554806827
44.7249,37.7781,0,210.0,70,5,1554806773
44.7282,37.7859,0,179.4,52,0,1554806885
44.15,28.6653,0,78.2,51,5,1554806831
44.154,28.6702,0,0.0,52,15,1554806937
44.1535,28.6702,0,180.9,52,15,1554806918
44.1147,28.6416,0,292.8,0,5,1554806931
44.0843,39.0724,0,174.7,84,5,1554806824
44.1607,28.6583,0,0.0,37,15,1554806862
44.7056,37.8327,3.8,53.7,52,15,1554806922
44.7289,37.7798,0,186.7,52,0,1554806880
40.8147,29.3174,0,360.0,37,15,1554806829
40.741,29.4322,9,164.6,60,0,1554806871
40.7352,29.5033,0,290.0,0,5,1554806211
46.4871,30.7521,0.8,33.9,52,15,1554806768
46.5004,30.7335,1,165.8,52,0,1554806939
44.652,37.8913,0,137.3,70,1,1554806840
40.7015,29.4644,0,254.0,0,1,1554806766
40.818,28.9265,8.4,205.7,0,0,1554806889
40.853,29.2883,0,153.0,0,5,1554806802
44.1538,28.6529,0,117.9,0,5,1554806593
40.8454,29.2903,0,244.5,31,15,1554806811
40.8384,29.2972,0,0.0,0,0,1554806700
44.0961,39.0556,0,346.9,70,5,1554806932
44.1453,28.6722,0,311.8,52,5,1554806911
44.1595,28.6446,0,263.4,99,5,1554806813
44.7187,37.8081,0,161.9,52,15,1554806887
44.7129,37.8423,0,235.9,80,5,1554806824
44.6365,37.712,0.6,22.9,35,0,1554806920
40.8461,29.2843,0,135.1,0,15,1554806224
44.7284,37.7858,0,21.2,52,0,1554806918
44.7152,37.8316,0,78.3,4,15,1554806882
44.7285,37.7861,1023,360.0,156,0,1554806844
44.1562,28.6462,0,137.4,70,5,1554806894
